微博id,发布者,微博正文,原始图片url,被转发微博原始图片url,是否为原创微博,发布位置,发布时间,发布工具,点赞数,转发数,评论数
JoTIVq1kk,扬弃Y2q,扬弃Y2q:#尚九熙[超话]#赶上了九熙的直播，还间接的找了一把恐龙  [组图共2张] 原图 ,无,无,True,无,2020-10-12 23:03,尚九熙超话,1,0,0
JoTIOzV9X,_白羊_,_白羊_:经过“斗笑社”，感觉尚九熙越来越可爱了🤗  ,无,无,True,无,2020-10-12 23:03,M78星君iPhone 6s Plus(玫瑰金),0,0,0
JoTIHiodI,可爱钰儿ovo,可爱钰儿ovo:#尚九熙何九华[超话]#九熙今天那句话就是单纯要思考下相声的说法吧emmm。毕竟团综里师父给了熙熙很多的指点啊，比如熙熙那些个零零碎碎的包袱啊哈哈哈哈。所以，真的没必要想太多。什么回不去了什么的。他俩三十多岁大老爷们根本就没往这些想吧。现在也不错，就看他俩搁小圆子里大乱炖。 ,无,无,True,无,2020-10-12 23:02,尚九熙何九华超话,11,0,5
JoTIqnkXx,一个被逼疯的人的秋天,一个被逼疯的人的秋天:#尚九熙[超话]# 九熙真的很喜欢巴黎，顺着去听了一下，还是午夜巴黎的片尾曲  原图 ,无,无,True,无,2020-10-12 23:02,尚九熙超话,12,0,1
JoTIksIYh,檸檬味軟熊,"转发理由:#尚九熙德云断头台# 下播第一名的守时崽子  
原始用户: 吸熙妙妙屋
转发内容: ▪️｜尚九熙直播记录 吸熙妙妙屋的微博视频  ",无,无,False,无,2020-10-12 23:02,熙奇古怪的iPhone 8 Plus,0,0,0
JoTGRud1d,草莓奶油双爆,草莓奶油双爆:#尚九熙[超话]# 🐾 #尚九熙德云斗笑社# 🎬做梦素材4.0和异地男友视频 他看到你第一眼就笑得像个孩子 并向你要了一个亲亲📍腾讯直播截修抱图吱声儿 禁一切❗️#德云斗笑社#  [组图共4张] 原图 ,无,无,True,无,2020-10-12 22:58,尚九熙超话,129,2,27
JoTEAevGe,Yolin陈玉,"转发理由:#尚九熙直播# 可爱熙熙@尚九熙   
原始用户: 星饭娱乐
转发内容: 【@尚九熙 直播31分钟完整cut 1080P】#尚九熙直播#官方发布的时长是29:52，我这里是31:19，快来看吧尚九熙：“我在家了，昨天晚上杀青了，我们还举行了庆功宴......不能看我的衣柜，衣柜里藏人呢......尚九熙连线郭麒麟，少班主正在搬家，收拾东西呢......尚九熙连线刘筱亭，刚说高铁上还能连线呢，结果信号掉了......出画册可能还需要等一等......正常的麻辣拌都是酸甜口的，带麻酱的麻辣拌根本就不是我小时候吃过的，我老家还有一个东西叫麻辣盆......” http://t.cn/A6bSGb5j ",无,无,False,无,2020-10-12 22:52,OPPO智能手机,0,0,0
JoTEw5hM2,欣语馨源LUCK,欣语馨源LUCK:官宣不是一句玩笑，贤香分了九香就去了六队，九熙应该也会从七队出来，估算九熙会去八队几率大一点，三庆园里还有青年队，新人比较多。即使不搭了也仍是亲师兄弟，这并不影响喜欢相声的人继续喜欢熙华〔他们目前做法：对于已成定局的事情不再做任何回应。他们目前态度：彼此怀念但不回头〕 熙华都在一个大家庭，同台同框同演出都是迟早的事，并没有完全否决熙华再搭档的可能性 ,无,无,True,无,2020-10-12 22:52,尚九熙何九华超话,5,0,6
JoTE7yzo6,正版小镜子,正版小镜子:@尚九熙 九熙，北京这家麻辣拌外卖不带麻酱，而且有酸甜口，辣椒也够辣  原图 ,无,无,True,无,2020-10-12 22:51,小米8 SE,2,0,7
JoTDPhGrg,罗玉容LYR,罗玉容LYR:#尚九熙[超话]#各种形象的九熙[喵喵]可可爱爱...沙沙雕雕...帅帅气气...🙈#尚九熙德云斗笑社#  [组图共3张] 原图 ,无,无,True,无,2020-10-12 22:50,尚九熙超话,31,0,12
JoTDkbHQ8,是沫呓呀,是沫呓呀:团综花絮尚九熙吃鸡翅也太可爱了！！腮帮子一鼓一鼓的 我又妈了  ,无,无,True,无,2020-10-12 22:49,nova7你在焦点在,1,0,0
JoTCN65Gb,尹斗俊DJ,尹斗俊DJ:九熙小时候！好可爱9C啊啊啊啊啊啊  原图 ,无,无,True,无,2020-10-12 22:48,iPad客户端,0,0,5
JoTCt0vmG,德云社家的守护者,"转发理由:完犊子了我怀疑我耳朵有问题，一直到最后我也没听见背景音乐   我一直专注九熙熙的声音  
原始用户: 德云尚九熙宇宙后援团
转发内容: #尚九熙[超话]# [酷炫街舞给手]#尚九熙德云断头台# 直播背景音乐🎵http://t.cn/A6bSiw2x  ",无,无,False,无,2020-10-12 22:47,HUAWEI P30,0,0,0
JoTBzra5G,tulanx,"转发理由://@德云尚九熙宇宙后援团:#尚九熙[超话]# #尚九熙德云斗笑社# #尚九熙德云断头台#   
原始用户: 星饭娱乐
转发内容: 【@尚九熙 直播31分钟完整cut 1080P】#尚九熙直播#官方发布的时长是29:52，我这里是31:19，快来看吧尚九熙：“我在家了，昨天晚上杀青了，我们还举行了庆功宴......不能看我的衣柜，衣柜里藏人呢......尚九熙连线郭麒麟，少班主正在搬家，收拾东西呢......尚九熙连线刘筱亭，刚说高铁上还能连线呢，结果信号掉了......出画册可能还需要等一等......正常的麻辣拌都是酸甜口的，带麻酱的麻辣拌根本就不是我小时候吃过的，我老家还有一个东西叫麻辣盆......” http://t.cn/A6bSGb5j ",无,无,False,无,2020-10-12 22:45,nova5Pro人像超级夜景,0,0,0
JoTBxqm3I,L林O林V林E,"转发理由://@Eliauk孟秋七月:九熙九华不搭档了，但是尚文博和何健还是好好的，对吧  
原始用户: 洛云溪L
转发内容: 同框了同框了  原图 ",无,无,False,无,2020-10-12 22:45,iPad mini,0,0,3
JoTBticY5,青什么木,青什么木:因为这两个三旬老汉，我最近把我这八个月没发的超话内容都给发完了以前超话不签到也发啥内容就这三十来天我都不知道我自己发了多少了这三天我都快住超话里了看到九华上团综开箱，九熙今天直播我安心了一切都在向好的方面发现尚九熙何九华我要好好考研啦还有76天咱们江湖再见爱你们  ,无,无,True,无,2020-10-12 22:45,尚九熙何九华超话,54,1,19
JoTB0lLKM,静心-K,"转发理由:九熙嘴居然比大林还碎还有外号到底是什么我没听懂  
原始用户: 星饭娱乐
转发内容: 【@尚九熙 直播连线郭麒麟完整cut 1080P】@郭麒麟 感冒一个礼拜了，正在搬新家呢，收拾屋子呢~ 星饭娱乐的微博视频  ",无,无,False,无,2020-10-12 22:44,iPhone客户端,0,0,0
JoTyG5tKJ,眉眼倦怠成往事,眉眼倦怠成往事:这两天发生的事情有点多，我到现在也没捋明白自己想什么呢，但我唯一确定的是我以后会一直喜欢尚九熙的，至于别的事情，我等着看个结果，之后再决定  原图 ,无,无,True,无,2020-10-12 22:38,HUAWEI P30,0,0,0
JoTye2jZm,·森景归林·,"转发理由:哥哥注意身体！换季记得保暖 九熙真好哈哈哈哈  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社##尚九熙直播#@尚九熙 问候感冒的@郭麒麟 ，没想到还给自己找了个活：明天去帮大林收拾屋子 腾讯视频德云斗笑社的微博视频  ",无,无,False,无,2020-10-12 22:37,微博国际版,0,0,0
JoTxF92oQ,七月飞雪啦,"转发理由:九郎暖，熙熙乖，也是很羡慕的一对儿组合呢～巨蟹配双鱼，可～  
原始用户: 一兜星星鸭
转发内容: #熙之郎[超话]##尚九熙德云斗笑社##杨九郎德云斗笑社# “听说晚上看甜甜的东西睡的觉会更香哦[awsl]” 一兜星星鸭的微博视频  ",无,无,False,无,2020-10-12 22:35,全屏双摄 OPPO A5,0,0,0
JoTvMqT59,气泡小白乳,气泡小白乳:#尚九熙[超话]#🍃#尚九熙德云斗笑社# 我的评论：过山车好玩吗熙熙：谁问的过山车好玩吗，问过山车好玩吗的人都是喜欢坐过山车的我……  其实我恐高啥都不敢玩，就是想问问啥感受这张截图不好意思#尚九熙德云断头台#  原图 ,无,无,True,无,2020-10-12 22:31,尚九熙超话,5,0,2
JoTvJuFQd,德云社家的守护者,德云社家的守护者:#尚九熙[超话]#[给你小心心]#尚九熙德云断头台# 哥您来微博返个场吧，给我个发晚安的机会哈哈哈哈哈哈哈哈，我晚安刚打完您就关了下班准时的我猝不及防 北京  显示地图 原图 ,无,无,True,#尚九熙德云断头台#,2020-10-12 22:31,尚九熙超话,6,0,1
JoTvzv9C7,是雀雀雀雀呀,是雀雀雀雀呀:“熙熙攘攘，华灯初上”“有些人一旦错过了，下辈子就就就再也碰不见了”“没有河，没有环岛，没有高速，没有草坪，路也不是很宽，你只能碰见我”记念和我的遗憾九熙和九华会越来越好  ,无,无,True,无,2020-10-12 22:30,HUAWEI Mate 30 5G,1,0,0
JoTuaBw8D,空心儿酒-鬼,空心儿酒-鬼:二哥你要和九熙好好的，你俩都要好好的。  ,无,无,True,无,2020-10-12 22:27,OPPO R9s Plus,0,0,0
JoTtdwNTx,--我是一个小人物--,--我是一个小人物--:今儿熙熙状态超好！强烈建议以后多多安排九熙直播！太喜欢听他唠嗑了！【PS:学校的网着实太卡了】 --我是一个小人物--的微博视频  ,无,无,True,无,2020-10-12 22:24,麦芒 8,0,0,1
JoTsHi9G0,一支咖啡因儿,"转发理由:正宗麻辣拌推广大使#尚九熙直播#  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社##尚九熙直播#完整回放来啦！录制印象深刻的事、杀青趣事、关于恐龙的故事、家乡麻辣拌等等，都在这里了，更多精彩，不要错过http://t.cn/A6bStgo1  原图 ",无,无,False,无,2020-10-12 22:23,Android,0,0,0
JoTsD9ZzM,白月之空,白月之空:#尚九熙[超话]#[打call] #尚九熙德云斗笑社# 这……能发吗……不能发跟我说我删帖贼快就……有人要教程吗？  [组图共3张] 原图 ,无,无,True,无,2020-10-12 22:23,尚九熙超话,92,1,36
JoTsbor1I,断头台家的Nyeong,断头台家的Nyeong:#熙之郎[超话]# 听说昨天九熙也喝大了，所以两人都喝大了然后一个要背另一个啊，哈哈哈哈哈哈哈[赞]  ,无,无,True,无,2020-10-12 22:22,熙之郎超话,4,0,1
JoTpL0i63,逛逛而已,"转发理由:第一次看九熙直播，感觉说话方式跟台上相声好不一样，挺新奇的//@德云尚九熙宇宙后援团:#尚九熙[超话]# #尚九熙德云斗笑社# #尚九熙德云断头台# 回放来啦～  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社##尚九熙直播#完整回放来啦！录制印象深刻的事、杀青趣事、关于恐龙的故事、家乡麻辣拌等等，都在这里了，更多精彩，不要错过http://t.cn/A6bStgo1  原图 ",无,无,False,无,2020-10-12 22:16,iPhone 7 Plus,0,0,0
JoTpghoMi,麻辣味的仙女念_,麻辣味的仙女念_:刷抖音刷得莫名有点心疼九熙#尚九熙[超话]#  ,无,无,True,无,2020-10-12 22:15,iPhone客户端,2,0,1
JoToWaJ9g,不约儿童的大松子儿,不约儿童的大松子儿:所以郭麒麟和尚九熙的“杨树”是个什么默契小暗号？！  原图 ,无,无,True,无,2020-10-12 22:14,德云社超话,1151,37,88
JoTomEJ3M,猪贝贝3岁,猪贝贝3岁:爷麻了……昨天还在问九熙会不会去南京 今天他直播就说了不去  [组图共2张] 原图 ,无,无,True,无,2020-10-12 22:12,🐷贝贝的iPhone XR,1,0,0
JoTnVsC1x,随遇而安_0404,转发微博已被删除,无,无,False,无,2020-10-12 22:11,iPhone客户端,0,0,0
JoTmrjhG2,H柔情的女汉子T,H柔情的女汉子T:#尚九熙[超话]# 就特别特别喜欢熙熙的东北话，很生活的这种#尚九熙直播##尚九熙德云斗笑社# H柔情的女汉子T的微博视频  ,无,无,True,无,2020-10-12 22:08,尚九熙超话,35,1,4
JoTlfF9le,恋恋球球,"转发理由:期待九熙的吃播  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社##尚九熙直播#9C@尚九熙 的flag🚩立在这里了：以后多给大家安排Vlog，期待 腾讯视频德云斗笑社的微博视频  ",无,无,False,无,2020-10-12 22:05,HUAWEI P10,0,0,0
JoTl85Xua,天天开心小可爱,"转发理由:我太爱尚九熙了 他的小恐龙 聊麻辣拌 说大爷评价九熙特别稳截图是肯定  看我们说二哥陶老板生日连线二哥熙熙我爱你相声演员尚九熙，舞台特别稳断头台小企鹅尚富贵儿入股特别值  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社##尚九熙直播#完整回放来啦！录制印象深刻的事、杀青趣事、关于恐龙的故事、家乡麻辣拌等等，都在这里了，更多精彩，不要错过http://t.cn/A6bStgo1  原图 ",无,无,False,无,2020-10-12 22:04,nova6SE好看拍出来看,0,0,0
JoTl1dJvL,恋恋球球,"转发理由:哈哈哈哈哈哈九熙稳，九熙特别稳  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社##尚九熙直播# 9C@尚九熙 谈节目中印象最深刻的事：是第一期的未知感，没想到自己会和谦大爷@于谦 有很高的关联度~ 腾讯视频德云斗笑社的微博视频  ",无,无,False,无,2020-10-12 22:04,HUAWEI P10,0,0,0
JoTkYBiEg,别踩一月的尾巴,别踩一月的尾巴:活蹦乱跳的尚九熙真是太让人开心啦！！！  ,无,无,True,无,2020-10-12 22:04,荣耀10 AI变色更潮美,0,0,0
JoTkDgv1g,沙僧的,沙僧的:2020.10.12 尚九熙直播 完整版连线郭麒麟，连线刘筱亭，在线分享麻辣拌#德云斗笑社# 沙僧的的微博视频  ,无,无,True,无,2020-10-12 22:03,德云社超话,1478,147,79
JoTkCpqXQ,彭琳彭琳彭彭琳琳,彭琳彭琳彭彭琳琳:#尚九熙直播# 总结：1想吃抚顺麻辣拌➕麻辣盆2想要一个充电提示音🙃🙃🙃  ,无,无,True,无,2020-10-12 22:03,iPhone客户端,0,0,0
JoTjFlO0i,无脑先知,无脑先知:尚九熙直播无弹幕回放全程 无脑先知的微博视频  ,无,无,True,无,2020-10-12 22:01,德云社的事超话,0,0,0
JoTjzoXTi,沙雕非遗技艺继承人,"转发理由:#尚九熙德云斗笑社#   
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社##尚九熙直播#完整回放来啦！录制印象深刻的事、杀青趣事、关于恐龙的故事、家乡麻辣拌等等，都在这里了，更多精彩，不要错过http://t.cn/A6bStgo1  原图 ",无,无,False,无,2020-10-12 22:01,HUAWEI P30,0,0,0
JoTja2AT4,不染0329,不染0329:#德云社[超话]#九熙的pe包袱[喵喵]泥们笑了吗 不染0329的微博视频  ,无,无,True,无,2020-10-12 22:00,德云社超话,1,0,0
JoTj4EYas,尚九熙_爱他数据站,尚九熙_爱他数据站:#尚九熙[超话]#sjx#尚九熙直播# 尚九熙:“努力抢票去看我哈，不要花冤枉钱（黄牛）去看我，我不值得这样去看的”  原图 ,无,无,True,无,2020-10-12 21:59,尚九熙超话,27,0,2
JoTifB8cu,Apple的曦园,"转发理由:九熙很可爱…  
原始用户: 就算那爱似潮水
转发内容: 杨九郎吃鸡翅 #杨九郎德云斗笑社#😎#是杨九郎啊#就算那爱似潮水的微博视频  ",无,无,False,无,2020-10-12 21:57,iPhone客户端,0,0,0
JoTeBy2lh,尚九九xi,"转发理由:#德云斗笑社# 期待九熙#尚九熙# 以后的vlog  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社##尚九熙直播#9C@尚九熙 的flag🚩立在这里了：以后多给大家安排Vlog，期待 腾讯视频德云斗笑社的微博视频  ",无,无,False,无,2020-10-12 21:48,荣耀Play3,2,0,0
JoTeABvDb,别调皮啦你,别调皮啦你:是九熙喜欢的巴黎啊分享单曲 Si tu vois ma mère (@网易云音乐)  原图 ,无,无,True,无,2020-10-12 21:48,Android,0,0,0
JoTeuEFQR,玖狸CC,玖狸CC:九熙说很忙，相声上有些东西要重新思考的时候，瞬间呼吸一滞，倒吸一口凉气。果然一个月了我还没走出来  ,无,无,True,无,2020-10-12 21:48,狸狸的iPhone,0,0,0
JoTdhCwy9,黄杂念在干嘛,黄杂念在干嘛:#尚九熙[超话]##尚九熙德云斗笑社# 今天直播的BGM来啦《 Si tu vois ma mère》  [组图共2张] 原图 ,无,无,True,无,2020-10-12 21:45,尚九熙超话,46,0,15
JoTcO80vS,不约儿童的大松子儿,不约儿童的大松子儿:#德云斗笑社##尚九熙直播# 尚九熙直播连线郭麒麟完整cut🎬 尚九熙直播连线郭麒麟，郭麒麟感冒了，搬新家收拾屋子呢，《做家务的男人》学到的东西，用上了！郭麒麟邀请尚九熙赶紧来家做客，正缺壮丁帮忙搬家收拾屋子了尚九熙还不忘嘱咐大林子多喝热水🥛 有没有报名帮林林搬家的！🙋http://t.cn/A6bSGbAu ,无,无,True,无,2020-10-12 21:44,德云社超话,819,65,78
JoTbwhDAw,打死巴西豆c,打死巴西豆c:好一个大呲花哈哈哈哈哈哈哈哈#尚九熙德云斗笑社# 打死巴西豆c的微博视频  ,无,无,True,无,2020-10-12 21:41,熙熙麻麻的iPhone 8 Plus,0,0,0
JoTaKqvgW,DM48-lnm-MT,"转发理由:准时下播的九熙，挥一挥衣袖，不带走一片云彩  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社##尚九熙直播#完整回放来啦！录制印象深刻的事、杀青趣事、关于恐龙的故事、家乡麻辣拌等等，都在这里了，更多精彩，不要错过http://t.cn/A6bStgo1  原图 ",无,无,False,无,2020-10-12 21:39,vivo S1照亮你的美,1,0,0
JoT9mshLH,爱喝咖啡de咖啡豆,"转发理由:看九熙直播是一种享受好治愈  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社##尚九熙直播#完整回放来啦！录制印象深刻的事、杀青趣事、关于恐龙的故事、家乡麻辣拌等等，都在这里了，更多精彩，不要错过http://t.cn/A6bStgo1  原图 ",无,无,False,无,2020-10-12 21:35,HUAWEI Mate 30,0,0,0
